time,open,high,low,close,Volume,Volume MA,Plot,Plot,Plot,52 Week High,52 Week Low,VWAP,Plot,Plot,Plot,Plot,Plot,Plot,EMA Divergence,Min,Max,-Min,-Max,Plot
1570665600,193.26,194.85,187.29,191.79,86674.1556,108015.39481100006,0,NaN,NaN,NaN,NaN,191.30999999999997,NaN,NaN,NaN,210.87389999999996,206.51590000000007,182.80236998836108,NaN,1.75,3.5,NaN,NaN,191.79
1570752000,191.86,197.93,179.23,180.84,121748.85811,110812.89523750008,0,NaN,NaN,NaN,NaN,186,NaN,NaN,NaN,211.11304999999993,205.30640000000005,182.61547760851715,NaN,1.75,3.5,NaN,NaN,180.84
1570838400,180.94,184.87,177.27,179.86,57840.91643,110464.2256370001,0,NaN,NaN,NaN,NaN,180.66666666666666,NaN,NaN,NaN,211.34594999999993,204.27700000000004,182.35305116961075,NaN,1.75,3.5,NaN,NaN,179.86
1570924800,179.76,184.75,178.63,181.18,51204.18219,108389.18407500011,0,NaN,NaN,NaN,NaN,181.51999999999998,NaN,NaN,NaN,211.55644999999993,203.20880000000005,182.24133201060022,NaN,1.75,3.5,NaN,NaN,181.18
1571011200,181.12,187.91,180.52,186.85,60870.12963,91161.34243250013,0,NaN,NaN,NaN,NaN,185.09333333333333,NaN,NaN,NaN,211.80339999999993,202.20160000000007,182.68025277149545,NaN,1.75,3.5,NaN,NaN,186.85
1571097600,186.86,188.58,176.48,180.58,119904.61041,87980.35352350012,0,NaN,NaN,NaN,NaN,181.88,NaN,NaN,NaN,211.99214999999992,200.94400000000005,182.4802286980197,NaN,1.75,3.5,NaN,NaN,180.58
1571184000,180.56,181.2,171.7,174.5,83244.3548,82742.22805000012,0,NaN,NaN,NaN,NaN,175.79999999999998,NaN,NaN,NaN,212.15404999999996,199.55660000000006,181.7202069172559,NaN,1.75,3.5,NaN,NaN,174.5
1571270400,174.55,179.71,172.79,177.31,67073.59099,80613.31105350012,0,NaN,NaN,NaN,NaN,176.60333333333332,NaN,NaN,NaN,212.33459999999997,198.25050000000007,181.30018721085057,NaN,1.75,3.5,NaN,NaN,177.31
1571356800,177.31,177.49,168.34,172.96,80249.19087,80855.45626450013,0,NaN,NaN,NaN,NaN,172.93000000000004,NaN,NaN,NaN,212.49439999999996,197.09370000000007,180.50588366696005,NaN,1.75,3.5,NaN,NaN,172.96
1571443200,172.96,175.5,169.72,172.09,47766.32171,79635.07291500011,0,NaN,NaN,NaN,NaN,172.4366666666667,NaN,NaN,NaN,212.53139999999996,196.12780000000006,179.7043709367734,NaN,1.75,3.5,NaN,NaN,172.09
1571529600,172.05,176.8,169.11,175.49,43323.26286,75453.75696000012,0,NaN,NaN,NaN,NaN,173.80000000000004,NaN,NaN,NaN,212.60219999999993,195.12720000000004,179.3030022761283,NaN,1.75,3.5,NaN,NaN,175.49
1571616000,175.49,178,171.45,174.37,69165.39279,74017.8565070001,0,NaN,NaN,NaN,NaN,174.60666666666665,NaN,NaN,NaN,212.68579999999994,194.18050000000005,178.83319253554464,NaN,1.75,3.5,NaN,NaN,174.37
1571702400,174.36,175.4,170.47,171.3,41854.55342,72433.4145150001,0,NaN,NaN,NaN,NaN,172.39000000000001,NaN,NaN,NaN,212.71189999999996,193.63590000000008,178.11574562739753,NaN,1.75,3.5,NaN,NaN,171.3
1571788800,171.26,174.05,153,162.49,204251.49194,79097.57498400011,0,NaN,NaN,NaN,NaN,163.18,NaN,NaN,NaN,212.69539999999995,192.97800000000007,176.62757937716918,NaN,1.75,3.5,NaN,NaN,162.49
1571875200,162.42,164,158.9,160.67,56468.23829,79307.19377750011,0,NaN,NaN,NaN,NaN,161.18999999999997,NaN,NaN,NaN,212.62454999999994,192.59580000000008,175.10780991267688,NaN,1.75,3.5,NaN,NaN,160.67
1571961600,160.67,187.74,160.57,181.66,158620.94699,85637.75609500012,0,NaN,NaN,NaN,NaN,176.65666666666667,NaN,NaN,NaN,212.62914999999992,192.2984000000001,175.73182801623147,NaN,1.75,3.5,NaN,NaN,181.66
1572048000,181.66,199.5,173.86,180.03,241944.55922,94853.39817050012,0,NaN,NaN,NaN,NaN,184.46333333333334,NaN,NaN,NaN,212.65014999999997,191.8356000000001,176.14117772897134,NaN,1.75,3.5,NaN,NaN,180.03
1572134400,180.02,189.18,176.84,184.41,85150.98446,94593.90622600012,0,NaN,NaN,NaN,NaN,183.47666666666666,NaN,NaN,NaN,212.68444999999997,191.4676000000001,176.92868461192646,NaN,1.75,3.5,NaN,NaN,184.41
1572220800,184.32,190,181,182.02,83795.57604,95415.57215100012,0,NaN,NaN,NaN,NaN,184.34,NaN,NaN,NaN,212.76994999999997,190.9989000000001,177.41357179174298,NaN,1.75,3.5,NaN,NaN,182.02
1572307200,182.03,193.41,181.72,191.1,67590.0737,91437.06952250013,0,NaN,NaN,NaN,NaN,188.74333333333334,NaN,NaN,NaN,212.90409999999997,190.6535000000001,178.71704114491033,NaN,1.75,3.5,NaN,NaN,191.1
1572393600,191.03,192.2,180.05,183.38,74614.14432,90834.06895850014,0,NaN,NaN,NaN,NaN,185.21,NaN,NaN,NaN,213.00224999999995,190.3160000000001,179.1611324644427,NaN,1.75,3.5,NaN,NaN,183.38
1572480000,183.4,185.47,177.81,182.38,63173.82095,87905.31710050013,0,NaN,NaN,NaN,NaN,181.88666666666666,NaN,NaN,NaN,213.07279999999994,190.0205000000001,179.4676912773529,NaN,1.75,3.5,NaN,NaN,182.38
1572566400,182.38,184.99,177.39,183.19,61313.91632,88078.96709500015,0,NaN,NaN,NaN,NaN,181.85666666666665,NaN,NaN,NaN,213.18754999999993,189.68650000000008,179.82219686998596,NaN,1.75,3.5,NaN,NaN,183.19
1572652800,183.26,186.19,181.91,183.25,29643.80367,87000.94816900014,0,NaN,NaN,NaN,NaN,183.78333333333333,NaN,NaN,NaN,213.27189999999996,189.32620000000009,180.1486543109397,NaN,1.75,3.5,NaN,NaN,183.25
1572739200,183.26,185,179.11,181.73,23416.0051,85128.24194250014,0,NaN,NaN,NaN,NaN,181.9466666666667,NaN,NaN,NaN,213.34784999999997,188.9500000000001,180.29925866227876,NaN,1.75,3.5,NaN,NaN,181.73
1572825600,181.73,189.5,180.45,186.25,52941.34955,81780.07889950013,0,NaN,NaN,NaN,NaN,185.4,NaN,NaN,NaN,213.40834999999996,188.7414000000001,180.8659959325379,NaN,1.75,3.5,NaN,NaN,186.25
1572912000,186.26,192.47,181.76,188.88,71159.66568,81175.84444350013,0,NaN,NaN,NaN,NaN,187.70333333333335,NaN,NaN,NaN,213.48359999999997,188.51520000000008,181.62923441515335,NaN,1.75,3.5,NaN,NaN,188.88
1572998400,188.88,194.6,187.87,191.13,53163.08978,80480.31938300014,0,NaN,NaN,NaN,NaN,191.20000000000005,NaN,NaN,NaN,213.57059999999993,188.31920000000005,182.5340692327578,NaN,1.75,3.5,NaN,NaN,191.13
1573084800,191.17,192.27,184.14,186.42,44563.96412,78696.05804550013,0,NaN,NaN,NaN,NaN,187.60999999999999,NaN,NaN,NaN,213.65319999999997,188.08510000000007,182.90415787725703,NaN,1.75,3.5,NaN,NaN,186.42
1573171200,186.42,188.09,180.71,183.62,66332.93676,79624.38879800013,0,NaN,NaN,NaN,NaN,184.14000000000001,NaN,NaN,NaN,213.71339999999998,187.73430000000008,182.97233331751826,NaN,1.75,3.5,NaN,NaN,183.62
1573257600,183.62,185.7,182.21,184.77,31447.98492,79030.62490100013,0,NaN,NaN,NaN,NaN,184.22666666666666,NaN,NaN,NaN,213.78654999999995,187.40650000000008,183.1435396682308,NaN,1.75,3.5,NaN,NaN,184.77
1573344000,184.77,192,183.41,188.88,44224.53382,77783.58195250013,0,NaN,NaN,NaN,NaN,188.09666666666666,NaN,NaN,NaN,213.90219999999997,187.1173000000001,183.6898692236374,NaN,1.75,3.5,NaN,NaN,188.88
1573430400,188.89,190,183.77,184.65,34818.78985,77431.79377400014,0,NaN,NaN,NaN,NaN,186.14,NaN,NaN,NaN,214.06519999999998,186.7424000000001,183.78131024995764,NaN,1.75,3.5,NaN,NaN,184.65
1573516800,184.65,187.27,182.07,186.98,41578.61213,69298.14978350014,0,NaN,NaN,NaN,NaN,185.44000000000003,NaN,NaN,NaN,214.23305,186.3841000000001,184.0859473690093,NaN,1.75,3.5,NaN,NaN,186.98
1573603200,186.98,189.31,185.08,187.72,33802.02892,68164.83931500014,0,NaN,NaN,NaN,NaN,187.37,NaN,NaN,NaN,214.39335,185.93130000000008,184.43204761957983,NaN,1.75,3.5,NaN,NaN,187.72
1573689600,187.81,188.45,182.75,184.55,81996.74153,64333.629042000124,0,NaN,NaN,NaN,NaN,185.25,NaN,NaN,NaN,214.55014999999995,185.5187000000001,184.44328117961985,NaN,1.75,3.5,NaN,NaN,184.55
1573776000,184.55,186.59,177,179.82,97521.85648,57112.493905000134,0,NaN,NaN,NaN,NaN,181.13666666666668,NaN,NaN,NaN,214.68744999999998,185.0589000000001,184.0029686863227,NaN,1.75,3.5,NaN,NaN,179.82
1573862400,179.79,183.17,178.95,182.25,32159.28895,54462.909129500134,0,NaN,NaN,NaN,NaN,181.45666666666668,NaN,NaN,NaN,214.7967,184.6733000000001,183.8360192876253,NaN,1.75,3.5,NaN,NaN,182.25
1573948800,182.23,186.26,180,183.88,34966.21167,52021.440911000136,0,NaN,NaN,NaN,NaN,183.38,NaN,NaN,NaN,214.9246,184.4091000000001,183.8402079268991,NaN,1.75,3.5,NaN,NaN,183.88
1574035200,183.88,183.95,173.56,177.85,57754.79011,51529.676731500134,0,NaN,NaN,NaN,NaN,178.45333333333335,NaN,NaN,NaN,215.02034999999995,184.1266000000001,183.2697119338611,NaN,1.75,3.5,NaN,NaN,177.85
1574121600,177.8,178.14,172.38,175.73,45880.81449,50093.010240000134,0,NaN,NaN,NaN,NaN,175.41666666666666,NaN,NaN,NaN,215.0753,183.72330000000014,182.55164413063622,NaN,1.75,3.5,NaN,NaN,175.73
1574208000,175.75,177.25,173.26,174.35,48839.49062,49376.29372350014,0,NaN,NaN,NaN,NaN,174.95333333333335,NaN,NaN,NaN,215.1378,183.3542000000001,181.77053516581373,NaN,1.75,3.5,NaN,NaN,174.35
1574294400,174.35,175.49,155,160.82,142035.82857,53412.38933600014,0,NaN,NaN,NaN,NaN,163.77,NaN,NaN,NaN,215.13564999999994,182.87660000000008,179.7752461024029,NaN,1.75,3.5,NaN,NaN,160.82
1574380800,160.83,162.65,137.8,149.97,282193.70643,66039.88447400014,0,NaN,NaN,NaN,NaN,150.14000000000001,NaN,NaN,NaN,215.03014999999996,182.5133000000001,176.93665123550738,NaN,1.75,3.5,NaN,NaN,149.97
1574467200,149.98,154.54,146.37,152,88211.90713,69279.67957550014,0,NaN,NaN,NaN,NaN,150.97,NaN,NaN,NaN,214.95759999999996,182.15130000000008,174.56173207022096,NaN,1.75,3.5,NaN,NaN,152
1574553600,152,153.19,138.53,139.99,86567.97083,70961.01063950013,0,NaN,NaN,NaN,NaN,143.90333333333334,NaN,NaN,NaN,214.80964999999998,181.69860000000008,171.26918615877133,NaN,1.75,3.5,NaN,NaN,139.99
1574640000,140.1,151.69,131.8,145.91,223502.73095,78578.16390300014,0,NaN,NaN,NaN,NaN,143.13333333333333,NaN,NaN,NaN,214.68864999999994,181.30180000000007,168.85402557222167,NaN,1.75,3.5,NaN,NaN,145.91
1574726400,146.16,149.9,143.57,147.83,72545.93432,79547.30613000013,0,NaN,NaN,NaN,NaN,147.10000000000002,NaN,NaN,NaN,214.56674999999996,180.83270000000007,166.85173742248628,NaN,1.75,3.5,NaN,NaN,147.83
1574812800,147.83,155.89,141.02,153,129890.16078,83813.61596300013,0,NaN,NaN,NaN,NaN,149.97,NaN,NaN,NaN,214.36914999999993,180.33950000000007,165.53252433463044,NaN,1.75,3.5,NaN,NaN,153
1574899200,153.04,155,149.31,151.01,56243.40519,83309.13938450014,0,NaN,NaN,NaN,NaN,151.77333333333334,NaN,NaN,NaN,214.18304999999992,179.8840000000001,164.14942677895135,NaN,1.75,3.5,NaN,NaN,151.01
1574985600,151.01,157.73,150.5,154.75,82606.48433,85867.06435500016,0,NaN,NaN,NaN,NaN,154.32666666666668,NaN,NaN,NaN,213.97424999999996,179.5578000000001,163.25424327619407,NaN,1.75,3.5,NaN,NaN,154.75
1575072000,154.75,155.45,149.6,151.78,45611.19194,85936.39726100015,0,NaN,NaN,NaN,NaN,152.27666666666664,NaN,NaN,NaN,213.64594999999994,179.1715000000001,162.16145820227084,NaN,1.75,3.5,NaN,NaN,151.78
1575158400,151.61,152.67,145.97,150.97,59294.9665,87160.20609350016,0,NaN,NaN,NaN,NaN,149.87,NaN,NaN,NaN,213.15579999999994,178.7353000000001,161.0956050401498,NaN,1.75,3.5,NaN,NaN,150.97
1575244800,150.94,151.65,146.82,148.97,42531.02383,87207.82667850016,0,NaN,NaN,NaN,NaN,149.14666666666668,NaN,NaN,NaN,212.57814999999994,178.3161000000001,159.94078551251647,NaN,1.75,3.5,NaN,NaN,148.97
1575331200,148.83,150,145.67,147.33,39186.52841,87477.05165300016,0,NaN,NaN,NaN,NaN,147.66666666666666,NaN,NaN,NaN,212.09184999999994,177.9235000000001,158.73975832084824,NaN,1.75,3.5,NaN,NaN,147.33
1575417600,147.33,153,143.17,145.5,100067.84295,88380.60672400016,0,NaN,NaN,NaN,NaN,147.22333333333333,NaN,NaN,NaN,211.64919999999995,177.4955000000001,157.47882895695793,NaN,1.75,3.5,NaN,NaN,145.5
1575504000,145.5,148.95,143.8,148.18,48788.49223,85943.93851150016,0,NaN,NaN,NaN,NaN,146.97666666666666,NaN,NaN,NaN,211.08464999999993,177.1079000000001,156.5932261991524,NaN,1.75,3.5,NaN,NaN,148.18
1575590400,148.2,149.85,145.75,148.82,45179.43876,86594.94600200016,0,NaN,NaN,NaN,NaN,148.14000000000001,NaN,NaN,NaN,210.56764999999993,176.86820000000012,155.85291894209027,NaN,1.75,3.5,NaN,NaN,148.82
1575676800,148.82,149.88,147.2,147.43,22433.80345,85968.32559100016,0,NaN,NaN,NaN,NaN,148.17,NaN,NaN,NaN,210.03109999999992,176.65430000000006,155.0507361857007,NaN,1.75,3.5,NaN,NaN,147.43
1575763200,147.41,152,146.36,150.68,34844.42513,84822.80734200016,0,NaN,NaN,NaN,NaN,149.68,NaN,NaN,NaN,209.56789999999992,176.4771000000001,154.63447559658636,NaN,1.75,3.5,NaN,NaN,150.68
1575849600,150.69,151.47,146.69,147.3,46822.50719,84869.89197700017,0,NaN,NaN,NaN,NaN,148.48666666666665,NaN,NaN,NaN,209.07619999999991,176.2308000000001,153.9359541111972,NaN,1.75,3.5,NaN,NaN,147.3
1575936000,147.28,148.22,143.81,145.54,42291.98919,84542.51690550018,0,NaN,NaN,NaN,NaN,145.85666666666665,NaN,NaN,NaN,208.55474999999996,175.97330000000008,153.13633943394032,NaN,1.75,3.5,NaN,NaN,145.54
1576022400,145.54,146.29,142.01,143.29,32988.27247,79090.13910050016,0,NaN,NaN,NaN,NaN,143.86333333333332,NaN,NaN,NaN,208.01344999999995,175.61820000000006,152.1985928211841,NaN,1.75,3.5,NaN,NaN,143.29
1576108800,143.29,146.12,139.1,144.69,71296.18046,68545.26280200016,0,NaN,NaN,NaN,NaN,143.30333333333334,NaN,NaN,NaN,207.39504999999994,175.27550000000002,151.48348874297608,NaN,1.75,3.5,NaN,NaN,144.69
1576195200,144.7,145.13,142.76,144.7,40038.08483,66136.57168700016,0,NaN,NaN,NaN,NaN,144.19666666666666,NaN,NaN,NaN,206.76234999999994,174.97430000000003,150.83744219602596,NaN,1.75,3.5,NaN,NaN,144.7
1576281600,144.7,145.03,141.11,141.73,35634.33462,63589.889876500165,0,NaN,NaN,NaN,NaN,142.62333333333333,NaN,NaN,NaN,206.11524999999995,174.65160000000003,149.9700667487854,NaN,1.75,3.5,NaN,NaN,141.73
1576368000,141.72,143.99,139.8,142.38,38771.48062,54353.32736000017,0,NaN,NaN,NaN,NaN,142.05666666666667,NaN,NaN,NaN,205.48019999999997,174.38340000000005,149.2472032489011,NaN,1.75,3.5,NaN,NaN,142.38
1576454400,142.38,142.53,129.03,132.36,112774.93319,56364.777303500174,0,NaN,NaN,NaN,NaN,134.64000000000001,NaN,NaN,NaN,204.86889999999997,173.92620000000002,147.63889817757718,NaN,1.75,3.5,NaN,NaN,132.36
1576540800,132.36,132.66,119.5,121.83,190028.18759,59371.67864400017,0,NaN,NaN,NaN,NaN,124.66333333333334,NaN,NaN,NaN,204.13934999999998,173.32890000000006,145.18090787495078,NaN,1.75,3.5,NaN,NaN,121.83
1576627200,121.84,134.81,116.25,132.89,203446.95461,66731.85611500016,0,NaN,NaN,NaN,NaN,127.98333333333333,NaN,NaN,NaN,203.4799,172.85150000000004,144.01034522019356,NaN,1.75,3.5,NaN,NaN,132.89
1576713600,132.89,134.11,125.68,128.18,93934.21711,67298.24275400017,0,NaN,NaN,NaN,NaN,129.32333333333335,NaN,NaN,NaN,202.77464999999995,172.33690000000007,142.50269329446084,NaN,1.75,3.5,NaN,NaN,128.18
1576800000,128.18,129.32,125.71,128.37,44379.23503,67236.64490850017,0,NaN,NaN,NaN,NaN,127.79999999999998,NaN,NaN,NaN,202.16874999999996,171.8376,141.1567225045122,NaN,1.75,3.5,NaN,NaN,128.37
1576886400,128.36,128.45,126.63,127.09,25941.75429,65568.98429800017,0,NaN,NaN,NaN,NaN,127.38999999999999,NaN,NaN,NaN,201.59955,171.29760000000002,139.81703464693962,NaN,1.75,3.5,NaN,NaN,127.09
1576972800,127.16,133.22,126.89,132.4,40439.97347,65464.43178000017,0,NaN,NaN,NaN,NaN,130.83666666666667,NaN,NaN,NaN,201.02994999999996,170.80510000000007,139.11065039485013,NaN,1.75,3.5,NaN,NaN,132.4
