time,open,high,low,close,Volume,Volume MA,Plot,Plot,Plot,52 Week High,52 Week Low,VWAP,Plot,Plot,Plot,Plot,Plot,Plot,EMA Divergence,Min,Max,-Min,-Max,Plot
1577059200,132.4,135.24,126.16,127.78,62248.1365,66617.51218450017,0,NaN,NaN,NaN,NaN,129.72666666666666,NaN,NaN,NaN,200.42184999999995,170.19440000000006,138.03154083343583,NaN,1.75,3.5,NaN,NaN,127.78
1577145600,127.75,129.5,126.5,127.71,34976.26821,63362.93344750017,0,NaN,NaN,NaN,NaN,127.90333333333331,NaN,NaN,NaN,199.81294999999994,169.57850000000005,137.04853694453718,NaN,1.75,3.5,NaN,NaN,127.71
1577232000,127.67,127.77,123.16,124.96,45115.81806,63179.29973900017,0,NaN,NaN,NaN,NaN,125.29666666666667,NaN,NaN,NaN,199.21624999999997,168.85220000000004,135.8972477117241,NaN,1.75,3.5,NaN,NaN,124.96
1577318400,124.97,132.06,124.06,125.49,51892.89966,63514.97278400017,0,NaN,NaN,NaN,NaN,127.20333333333333,NaN,NaN,NaN,198.68719999999993,168.02760000000006,134.90608126298847,NaN,1.75,3.5,NaN,NaN,125.49
1577404800,125.49,126.7,122.15,126.23,39780.98716,64382.33196950017,0,NaN,NaN,NaN,NaN,125.02666666666669,NaN,NaN,NaN,198.07914999999994,167.18720000000005,134.07978780937052,NaN,1.75,3.5,NaN,NaN,126.23
1577491200,126.23,129.6,125.8,127.91,47036.70183,64991.94580450016,0,NaN,NaN,NaN,NaN,127.76999999999998,NaN,NaN,NaN,197.49314999999996,166.25830000000005,133.49218897038284,NaN,1.75,3.5,NaN,NaN,127.91
1577577600,127.95,137.85,127.22,134.3,64885.84728,65895.11280900016,0,NaN,NaN,NaN,NaN,133.12333333333333,NaN,NaN,NaN,196.85004999999992,165.42070000000007,133.5691233541559,NaN,1.75,3.5,NaN,NaN,134.3
1577664000,134.31,135.97,129.79,131.1,58811.74195,66721.10044700015,0,NaN,NaN,NaN,NaN,132.28666666666666,NaN,NaN,NaN,196.22854999999996,164.58370000000005,133.3339687489982,NaN,1.75,3.5,NaN,NaN,131.1
1577750400,131.08,133.19,127.6,128.54,85044.40608,69323.90712750016,0,NaN,NaN,NaN,NaN,129.77666666666664,NaN,NaN,NaN,195.55224999999996,163.75810000000007,132.87740029671264,NaN,1.75,3.5,NaN,NaN,128.54
1577836800,128.54,132.68,128.12,130.19,57512.50902,68634.72355550017,0,NaN,NaN,NaN,NaN,130.33,NaN,NaN,NaN,194.85674999999995,163.0520000000001,132.62145741131144,NaN,1.75,3.5,NaN,NaN,130.19
1577923200,130.14,130.18,125.83,126.81,49211.58265,69093.39844650016,0,NaN,NaN,NaN,NaN,127.60666666666667,NaN,NaN,NaN,194.14914999999993,162.6575000000001,132.06798527690083,NaN,1.75,3.5,NaN,NaN,126.81
1578009600,126.81,134.93,125.52,134.17,88651.90705,71744.27706800016,0,NaN,NaN,NaN,NaN,131.54,NaN,NaN,NaN,193.45014999999995,162.2992000000001,132.26817715529123,NaN,1.75,3.5,NaN,NaN,134.17
1578096000,134.17,135.75,132.5,134.14,31254.86074,71368.44607400015,0,NaN,NaN,NaN,NaN,134.13,NaN,NaN,NaN,192.79899999999995,161.9821000000001,132.44644599764445,NaN,1.75,3.5,NaN,NaN,134.14
1578182400,134.14,138.97,134.14,135.31,45353.70712,67997.38477050015,0,NaN,NaN,NaN,NaN,136.14000000000001,NaN,NaN,NaN,192.13159999999996,161.5908000000001,132.7191654264402,NaN,1.75,3.5,NaN,NaN,135.31
1578268800,135.31,144.51,134.78,144.19,91524.98922,63072.22485200015,0,NaN,NaN,NaN,NaN,141.16,NaN,NaN,NaN,191.49254999999994,161.2937000000001,133.81162586201734,NaN,1.75,3.5,NaN,NaN,144.19
1578355200,144.2,145.25,138.79,143.08,96525.47535,57726.15088900016,0,NaN,NaN,NaN,NaN,142.37333333333333,NaN,NaN,NaN,190.72669999999994,161.03070000000008,134.69432816087283,NaN,1.75,3.5,NaN,NaN,143.08
1578441600,143.08,148,137.03,140.6,101682.43986,58113.562026500156,0,NaN,NaN,NaN,NaN,141.87666666666667,NaN,NaN,NaN,189.88724999999994,160.62500000000009,135.25677309793255,NaN,1.75,3.5,NaN,NaN,140.6
1578528000,140.64,141.38,135.12,137.71,61189.05136,58954.05284300014,0,NaN,NaN,NaN,NaN,138.07000000000002,NaN,NaN,NaN,189.04089999999994,160.24060000000011,135.4904137552723,NaN,1.75,3.5,NaN,NaN,137.71
1578614400,137.72,145.81,135.26,144.72,137621.95861,64538.063059000146,0,NaN,NaN,NaN,NaN,141.92999999999998,NaN,NaN,NaN,188.20949999999993,159.87960000000012,136.36942196905588,NaN,1.75,3.5,NaN,NaN,144.72
1578700800,144.89,148,142,142.63,52850.52266,65158.59051850015,0,NaN,NaN,NaN,NaN,144.21,NaN,NaN,NaN,187.33969999999994,159.5554000000001,136.96566749581245,NaN,1.75,3.5,NaN,NaN,142.63
1578787200,142.51,146.6,141.83,146.6,35450.67935,63818.71766100015,0,NaN,NaN,NaN,NaN,145.01,NaN,NaN,NaN,186.39839999999992,159.26170000000013,137.88322297240174,NaN,1.75,3.5,NaN,NaN,146.6
1578873600,146.55,147,142.1,143.51,44072.67258,64273.53787950015,0,NaN,NaN,NaN,NaN,144.20333333333335,NaN,NaN,NaN,185.64859999999993,158.9295000000001,138.41910649883968,NaN,1.75,3.5,NaN,NaN,143.51
1578960000,143.5,170.83,143.45,165.76,258408.63019,74938.17848600015,0,NaN,NaN,NaN,NaN,160.01333333333332,NaN,NaN,NaN,184.93054999999993,158.88530000000011,141.0230011179978,NaN,1.75,3.5,NaN,NaN,165.76
1579046400,165.74,172.18,159.13,166.29,165292.70064,80608.16853500015,0,NaN,NaN,NaN,NaN,165.86666666666667,NaN,NaN,NaN,184.17699999999994,158.7456000000001,143.42938196390278,NaN,1.75,3.5,NaN,NaN,166.29
1579132800,166.27,167.28,158.17,163.93,88188.76457,83028.55740550013,0,NaN,NaN,NaN,NaN,163.12666666666667,NaN,NaN,NaN,183.54629999999995,158.5777000000001,145.38182177686443,NaN,1.75,3.5,NaN,NaN,163.93
1579219200,164,174.52,162.01,169.59,134919.68098,87422.70636300014,0,NaN,NaN,NaN,NaN,168.70666666666668,NaN,NaN,NaN,182.92574999999994,158.3410000000001,147.6873625600202,NaN,1.75,3.5,NaN,NaN,169.59
1579305600,169.54,179.32,164.92,174.06,113052.33725,89831.03086150014,0,NaN,NaN,NaN,NaN,172.76666666666665,NaN,NaN,NaN,182.3397999999999,158.1637000000001,150.19904231620876,NaN,1.75,3.5,NaN,NaN,174.06
1579392000,174.05,178,161.7,166.75,113433.70376,92562.12895200014,0,NaN,NaN,NaN,NaN,168.81666666666666,NaN,NaN,NaN,181.66459999999992,158.02280000000007,151.77532400037936,NaN,1.75,3.5,NaN,NaN,166.75
1579478400,166.67,169.3,161.1,166.68,66340.78847,91626.94807150014,0,NaN,NaN,NaN,NaN,165.69333333333333,NaN,NaN,NaN,181.08399999999992,157.8910000000001,153.19481695272418,NaN,1.75,3.5,NaN,NaN,166.68
1579564800,166.66,170,164.28,169.19,61518.50984,91827.24811250014,0,NaN,NaN,NaN,NaN,167.82333333333332,NaN,NaN,NaN,180.4899499999999,157.77110000000008,154.7181677191314,NaN,1.75,3.5,NaN,NaN,169.19
1579651200,169.29,171.05,165.65,167.68,49461.00626,91839.71929300013,0,NaN,NaN,NaN,NaN,168.1266666666667,NaN,NaN,NaN,179.89049999999992,157.5794000000001,155.95262793635698,NaN,1.75,3.5,NaN,NaN,167.68
1579737600,167.73,167.79,158.44,162.4,69309.05846,90872.57686350013,0,NaN,NaN,NaN,NaN,162.87666666666667,NaN,NaN,NaN,179.1707999999999,157.3976000000001,156.56666337098966,NaN,1.75,3.5,NaN,NaN,162.4
1579824000,162.49,164.21,154.48,162.3,88510.14338,93735.34099550013,0,NaN,NaN,NaN,NaN,160.33,NaN,NaN,NaN,178.4160999999999,157.2756000000001,157.1126954308954,NaN,1.75,3.5,NaN,NaN,162.3
1579910400,162.31,162.41,157.4,160.12,36677.53774,93301.53252650014,0,NaN,NaN,NaN,NaN,159.97666666666666,NaN,NaN,NaN,177.67709999999988,157.10370000000012,157.39910538985774,NaN,1.75,3.5,NaN,NaN,160.12
1579996800,160,167.59,159.09,167.35,44653.74925,90957.97052800014,0,NaN,NaN,NaN,NaN,164.67666666666665,NaN,NaN,NaN,177.07064999999992,157.04760000000013,158.34680963844272,NaN,1.75,3.5,NaN,NaN,167.35
1580083200,167.58,171.7,164.89,169.77,84469.49874,90355.17169750013,0,NaN,NaN,NaN,NaN,168.78666666666666,NaN,NaN,NaN,176.57609999999988,157.02440000000013,159.4347325300196,NaN,1.75,3.5,NaN,NaN,169.77
1580169600,169.78,176.5,169.78,175.99,102264.18905,90384.25915700014,0,NaN,NaN,NaN,NaN,174.09,NaN,NaN,NaN,176.07829999999987,157.02940000000012,161.01142467001773,NaN,1.75,3.5,NaN,NaN,175.99
1580256000,175.91,178.31,173.13,173.45,85409.93842,91595.30351000014,0,NaN,NaN,NaN,NaN,174.96333333333334,NaN,NaN,NaN,175.60034999999985,157.02020000000016,162.1960508919208,NaN,1.75,3.5,NaN,NaN,173.45
1580342400,173.41,186.89,170,184.55,104426.48715,89935.52993700013,0,NaN,NaN,NaN,NaN,180.48000000000002,NaN,NaN,NaN,175.39429999999984,157.15270000000015,164.3249984260236,NaN,1.75,3.5,NaN,NaN,184.55
1580428800,184.52,185.68,175,179.74,108639.79107,92724.99335750013,0,NaN,NaN,NaN,NaN,180.14000000000001,NaN,NaN,NaN,175.15159999999986,157.32520000000014,165.79309381402135,NaN,1.75,3.5,NaN,NaN,179.74
1580515200,179.72,184.2,179,183.5,65650.18283,94234.96853150013,0,NaN,NaN,NaN,NaN,182.23333333333335,NaN,NaN,NaN,175.0746499999999,157.55350000000016,167.4794658317336,NaN,1.75,3.5,NaN,NaN,183.5
